"StichtagDatJahr","QuarSort","QuarLang","AnzBestWir"
1976,34,"Sihlfeld",22414
1975,34,"Sihlfeld",23184
1974,34,"Sihlfeld",23570
1973,34,"Sihlfeld",24177
1972,34,"Sihlfeld",24937
1971,34,"Sihlfeld",25272
1970,34,"Sihlfeld",25686
1969,34,"Sihlfeld",26297
1968,34,"Sihlfeld",26902
1967,34,"Sihlfeld",27007
1966,34,"Sihlfeld",27344
1965,34,"Sihlfeld",27767
1964,34,"Sihlfeld",27917
1963,34,"Sihlfeld",27926
1962,34,"Sihlfeld",27817
1961,34,"Sihlfeld",27899
1960,34,"Sihlfeld",28308
1959,34,"Sihlfeld",28508
1958,34,"Sihlfeld",28921
1957,34,"Sihlfeld",29125
1956,34,"Sihlfeld",28981
1955,34,"Sihlfeld",29163
1954,34,"Sihlfeld",28202
1953,34,"Sihlfeld",28052
1952,34,"Sihlfeld",28139
1951,34,"Sihlfeld",28008
1950,34,"Sihlfeld",27622
1949,34,"Sihlfeld",27226
1948,34,"Sihlfeld",27236
1947,34,"Sihlfeld",27232
1946,34,"Sihlfeld",26635
1945,34,"Sihlfeld",26103
1944,34,"Sihlfeld",25740
1943,34,"Sihlfeld",24733
1942,34,"Sihlfeld",24062
1941,34,"Sihlfeld",24222
2021,41,"Werd",4574
2020,41,"Werd",4570
2019,41,"Werd",4455
2018,41,"Werd",4455
2017,41,"Werd",4574
2016,41,"Werd",4594
2015,41,"Werd",4460
2014,41,"Werd",4428
2013,41,"Werd",4188
2012,41,"Werd",4195
2011,41,"Werd",4189
2010,41,"Werd",4167
2009,41,"Werd",4104
2008,41,"Werd",4015
2007,41,"Werd",3944
2006,41,"Werd",3865
2005,41,"Werd",3878
2004,41,"Werd",3763
2003,41,"Werd",3788
2002,41,"Werd",3850
2001,41,"Werd",3838
2000,41,"Werd",3917
1999,41,"Werd",3966
1998,41,"Werd",3913
1997,41,"Werd",3928
1996,41,"Werd",3979
1995,41,"Werd",4005
1994,41,"Werd",4125
1993,41,"Werd",4048
1992,41,"Werd",3980
1991,41,"Werd",3884
1990,41,"Werd",3740
1989,41,"Werd",3749
1988,41,"Werd",3818
1987,41,"Werd",3805
1986,41,"Werd",3817
1985,41,"Werd",3843
1984,41,"Werd",3891
1983,41,"Werd",3904
1982,41,"Werd",3930
1981,41,"Werd",3916
1980,41,"Werd",3932
1979,41,"Werd",4004
1978,41,"Werd",4008
1977,41,"Werd",4068
1976,41,"Werd",4162
1975,41,"Werd",4250
1974,41,"Werd",4377
1973,41,"Werd",4547
1972,41,"Werd",4526
1971,41,"Werd",4558
1970,41,"Werd",4652
1969,41,"Werd",4921
1968,41,"Werd",5305
1967,41,"Werd",5411
1966,41,"Werd",5546
1965,41,"Werd",5509
1964,41,"Werd",5671
1963,41,"Werd",5820
1962,41,"Werd",5996
1961,41,"Werd",6077
1960,41,"Werd",6209
1959,41,"Werd",6305
1958,41,"Werd",6451
1957,41,"Werd",6495
1956,41,"Werd",6550
1955,41,"Werd",6628
1954,41,"Werd",6729
1953,41,"Werd",6846
1952,41,"Werd",6893
1951,41,"Werd",7038
1950,41,"Werd",7160
1949,41,"Werd",7294
1948,41,"Werd",7408
1947,41,"Werd",7560
1946,41,"Werd",7531
1945,41,"Werd",7569
1944,41,"Werd",7675
1943,41,"Werd",7681
1942,41,"Werd",7608
1941,41,"Werd",7653
2021,42,"Langstrasse",11815
2020,42,"Langstrasse",11910
2019,42,"Langstrasse",11853
2018,42,"Langstrasse",11111
2017,42,"Langstrasse",11144
2016,42,"Langstrasse",11145
2015,42,"Langstrasse",11169
2014,42,"Langstrasse",10985
2013,42,"Langstrasse",10686
2012,42,"Langstrasse",10560
2011,42,"Langstrasse",10520
2010,42,"Langstrasse",10379
2009,42,"Langstrasse",10392
2008,42,"Langstrasse",10455
2007,42,"Langstrasse",10310
2006,42,"Langstrasse",10332
2005,42,"Langstrasse",10368
2004,42,"Langstrasse",10319
2003,42,"Langstrasse",10304
2002,42,"Langstrasse",10447
2001,42,"Langstrasse",10276
2000,42,"Langstrasse",10237
1999,42,"Langstrasse",10370
1998,42,"Langstrasse",10399
1997,42,"Langstrasse",10480
1996,42,"Langstrasse",10718
1995,42,"Langstrasse",10952
1994,42,"Langstrasse",11183
1993,42,"Langstrasse",11505
1992,42,"Langstrasse",11805
1991,42,"Langstrasse",12126
1990,42,"Langstrasse",11763
1989,42,"Langstrasse",11617
1988,42,"Langstrasse",11671
1987,42,"Langstrasse",11539
1986,42,"Langstrasse",11484
1985,42,"Langstrasse",11288
1984,42,"Langstrasse",11402
1983,42,"Langstrasse",11650
1982,42,"Langstrasse",11630
1981,42,"Langstrasse",11848
1980,42,"Langstrasse",11949
1979,42,"Langstrasse",12043
1978,42,"Langstrasse",12161
1977,42,"Langstrasse",12360
1976,42,"Langstrasse",12559
1975,42,"Langstrasse",13157
1974,42,"Langstrasse",13553
1973,42,"Langstrasse",13841
1972,42,"Langstrasse",14437
1971,42,"Langstrasse",14571
1970,42,"Langstrasse",14879
1969,42,"Langstrasse",15573
1968,42,"Langstrasse",16084
1967,42,"Langstrasse",16419
1966,42,"Langstrasse",16592
1965,42,"Langstrasse",16819
1964,42,"Langstrasse",17151
1963,42,"Langstrasse",17284
1962,42,"Langstrasse",17560
1961,42,"Langstrasse",17753
1960,42,"Langstrasse",17990
1959,42,"Langstrasse",18096
1958,42,"Langstrasse",18348
1957,42,"Langstrasse",18329
1956,42,"Langstrasse",18280
1955,42,"Langstrasse",18205
1954,42,"Langstrasse",18542
1953,42,"Langstrasse",18934
1952,42,"Langstrasse",19195
1951,42,"Langstrasse",19625
1950,42,"Langstrasse",19354
1949,42,"Langstrasse",19807
1948,42,"Langstrasse",20076
1947,42,"Langstrasse",20275
1946,42,"Langstrasse",20083
1945,42,"Langstrasse",20007
1944,42,"Langstrasse",20127
1943,42,"Langstrasse",20054
1942,42,"Langstrasse",20000
1941,42,"Langstrasse",19968
2021,44,"Hard",12634
2020,44,"Hard",12554
2019,44,"Hard",13060
2018,44,"Hard",13163
2017,44,"Hard",13057
2016,44,"Hard",12891
2015,44,"Hard",13072
2014,44,"Hard",13232
2013,44,"Hard",13241
2012,44,"Hard",12994
2011,44,"Hard",12744
2010,44,"Hard",12883
2009,44,"Hard",12902
2008,44,"Hard",12884
2007,44,"Hard",12802
2006,44,"Hard",12508
2005,44,"Hard",12715
2004,44,"Hard",12804
2003,44,"Hard",12817
2002,44,"Hard",12856
2001,44,"Hard",12841
2000,44,"Hard",12875
1999,44,"Hard",12951
1998,44,"Hard",12871
1997,44,"Hard",12884
1996,44,"Hard",12937
1995,44,"Hard",12872
1994,44,"Hard",12816
1993,44,"Hard",12747
1992,44,"Hard",12404
1991,44,"Hard",12329
1990,44,"Hard",12211
1989,44,"Hard",12179
1988,44,"Hard",12199
1987,44,"Hard",12082
1986,44,"Hard",12144
1985,44,"Hard",12230
1984,44,"Hard",12372
1983,44,"Hard",12495
1982,44,"Hard",12474
1981,44,"Hard",12720
1980,44,"Hard",12820
1979,44,"Hard",12515
1978,44,"Hard",12555
1977,44,"Hard",12547
1976,44,"Hard",12664
1975,44,"Hard",11654
1974,44,"Hard",12118
1973,44,"Hard",12518
1972,44,"Hard",12802
1971,44,"Hard",13102
1970,44,"Hard",13345
1969,44,"Hard",13708
1968,44,"Hard",13951
1967,44,"Hard",14094
1966,44,"Hard",14235
1965,44,"Hard",13747
1964,44,"Hard",14072
1963,44,"Hard",14117
1962,44,"Hard",13972
1961,44,"Hard",14028
1960,44,"Hard",14260
1959,44,"Hard",14367
1958,44,"Hard",14500
1957,44,"Hard",14642
1956,44,"Hard",14499
1955,44,"Hard",14664
1954,44,"Hard",14728
1953,44,"Hard",14826
1952,44,"Hard",15149
1951,44,"Hard",15502
1950,44,"Hard",15760
1949,44,"Hard",15886
1948,44,"Hard",16029
1947,44,"Hard",16183
1946,44,"Hard",16018
1945,44,"Hard",15874
1944,44,"Hard",15984
1943,44,"Hard",15930
1942,44,"Hard",16003
1941,44,"Hard",15878
2021,51,"Gewerbeschule",9583
2020,51,"Gewerbeschule",9424
2019,51,"Gewerbeschule",9562
2018,51,"Gewerbeschule",9513
2017,51,"Gewerbeschule",9578
2016,51,"Gewerbeschule",9598
2015,51,"Gewerbeschule",9608
2014,51,"Gewerbeschule",9539
2013,51,"Gewerbeschule",9626
2012,51,"Gewerbeschule",9824
2011,51,"Gewerbeschule",9795
2010,51,"Gewerbeschule",9688
2009,51,"Gewerbeschule",9717
2008,51,"Gewerbeschule",9751
2007,51,"Gewerbeschule",9706
2006,51,"Gewerbeschule",9735
2005,51,"Gewerbeschule",9690
2004,51,"Gewerbeschule",9773
2003,51,"Gewerbeschule",9781
2002,51,"Gewerbeschule",9900
2001,51,"Gewerbeschule",9835
2000,51,"Gewerbeschule",9824
1999,51,"Gewerbeschule",9594
1998,51,"Gewerbeschule",9464
1997,51,"Gewerbeschule",9525
1996,51,"Gewerbeschule",9700
1995,51,"Gewerbeschule",9811
1994,51,"Gewerbeschule",9773
1993,51,"Gewerbeschule",9948
1992,51,"Gewerbeschule",9800
1991,51,"Gewerbeschule",10044
1990,51,"Gewerbeschule",9767
1989,51,"Gewerbeschule",9735
1988,51,"Gewerbeschule",9686
1987,51,"Gewerbeschule",9886
1986,51,"Gewerbeschule",9779
1985,51,"Gewerbeschule",9564
1984,51,"Gewerbeschule",9208
1983,51,"Gewerbeschule",9267
1982,51,"Gewerbeschule",9300
1981,51,"Gewerbeschule",9332
1980,51,"Gewerbeschule",9563
1979,51,"Gewerbeschule",9009
1978,51,"Gewerbeschule",8948
1977,51,"Gewerbeschule",9105
1976,51,"Gewerbeschule",9514
1975,51,"Gewerbeschule",10167
1974,51,"Gewerbeschule",10410
1973,51,"Gewerbeschule",10452
1972,51,"Gewerbeschule",10559
1971,51,"Gewerbeschule",10851
1970,51,"Gewerbeschule",11030
1969,51,"Gewerbeschule",11522
1968,51,"Gewerbeschule",11969
1967,51,"Gewerbeschule",11966
1966,51,"Gewerbeschule",11722
1965,51,"Gewerbeschule",11757
1964,51,"Gewerbeschule",12080
1963,51,"Gewerbeschule",12069
1962,51,"Gewerbeschule",12316
1961,51,"Gewerbeschule",12218
1960,51,"Gewerbeschule",12297
1959,51,"Gewerbeschule",12305
1958,51,"Gewerbeschule",12429
1957,51,"Gewerbeschule",12485
1956,51,"Gewerbeschule",12310
1955,51,"Gewerbeschule",12483
1954,51,"Gewerbeschule",12671
1953,51,"Gewerbeschule",12907
1952,51,"Gewerbeschule",13103
1951,51,"Gewerbeschule",13301
1950,51,"Gewerbeschule",13594
1949,51,"Gewerbeschule",13895
1948,51,"Gewerbeschule",14110
1947,51,"Gewerbeschule",14226
1946,51,"Gewerbeschule",14089
1945,51,"Gewerbeschule",13952
1944,51,"Gewerbeschule",13898
1943,51,"Gewerbeschule",13915
1942,51,"Gewerbeschule",14129
1941,51,"Gewerbeschule",14193
2021,52,"Escher Wyss",6221
2020,52,"Escher Wyss",6198
2019,52,"Escher Wyss",6188
2018,52,"Escher Wyss",6066
2017,52,"Escher Wyss",6088
2016,52,"Escher Wyss",5825
2015,52,"Escher Wyss",5457
2014,52,"Escher Wyss",4604
2013,52,"Escher Wyss",4010
2012,52,"Escher Wyss",3343
2011,52,"Escher Wyss",3129
2010,52,"Escher Wyss",3076
2009,52,"Escher Wyss",3060
2008,52,"Escher Wyss",2971
2007,52,"Escher Wyss",3008
2006,52,"Escher Wyss",2987
2005,52,"Escher Wyss",2727
2004,52,"Escher Wyss",2624
2003,52,"Escher Wyss",2465
2002,52,"Escher Wyss",2516
2001,52,"Escher Wyss",2133
2000,52,"Escher Wyss",1929
1999,52,"Escher Wyss",1953
1998,52,"Escher Wyss",1579
1997,52,"Escher Wyss",1622
1996,52,"Escher Wyss",1641
1995,52,"Escher Wyss",1649
1994,52,"Escher Wyss",1596
1993,52,"Escher Wyss",1547
1992,52,"Escher Wyss",1603
1991,52,"Escher Wyss",1587
1990,52,"Escher Wyss",1513
1989,52,"Escher Wyss",1473
1988,52,"Escher Wyss",1491
1987,52,"Escher Wyss",1463
1986,52,"Escher Wyss",1511
1985,52,"Escher Wyss",1512
1984,52,"Escher Wyss",1570
1983,52,"Escher Wyss",1614
1982,52,"Escher Wyss",1523
1981,52,"Escher Wyss",1460
1980,52,"Escher Wyss",1514
1979,52,"Escher Wyss",1475
1978,52,"Escher Wyss",1502
1977,52,"Escher Wyss",1551
1976,52,"Escher Wyss",1624
1975,52,"Escher Wyss",1631
1974,52,"Escher Wyss",1755
1973,52,"Escher Wyss",1783
1972,52,"Escher Wyss",1903
1971,52,"Escher Wyss",1982
1970,52,"Escher Wyss",2043
1969,52,"Escher Wyss",2287
1968,52,"Escher Wyss",2422
1967,52,"Escher Wyss",2349
1966,52,"Escher Wyss",2386
1965,52,"Escher Wyss",2507
1964,52,"Escher Wyss",2660
1963,52,"Escher Wyss",2553
1962,52,"Escher Wyss",2515
1961,52,"Escher Wyss",2549
1960,52,"Escher Wyss",2438
1959,52,"Escher Wyss",2441
1958,52,"Escher Wyss",2442
1957,52,"Escher Wyss",2463
1956,52,"Escher Wyss",2425
1955,52,"Escher Wyss",2437
1954,52,"Escher Wyss",2410
1953,52,"Escher Wyss",2493
1952,52,"Escher Wyss",2530
1951,52,"Escher Wyss",2621
1950,52,"Escher Wyss",2626
1949,52,"Escher Wyss",2595
1948,52,"Escher Wyss",2669
1947,52,"Escher Wyss",2709
1946,52,"Escher Wyss",2658
1945,52,"Escher Wyss",2560
1944,52,"Escher Wyss",2679
1943,52,"Escher Wyss",2692
1942,52,"Escher Wyss",2450
1941,52,"Escher Wyss",2522
2021,61,"Unterstrass",24489
2020,61,"Unterstrass",24493
2019,61,"Unterstrass",23971
2018,61,"Unterstrass",23394
2017,61,"Unterstrass",22768
2016,61,"Unterstrass",22476
2015,61,"Unterstrass",22226
2014,61,"Unterstrass",22126
2013,61,"Unterstrass",21876
2012,61,"Unterstrass",21442
2011,61,"Unterstrass",21240
2010,61,"Unterstrass",21233
2009,61,"Unterstrass",21080
2008,61,"Unterstrass",20655
2007,61,"Unterstrass",20243
2006,61,"Unterstrass",19959
2005,61,"Unterstrass",19921
2004,61,"Unterstrass",19742
2003,61,"Unterstrass",19882
2002,61,"Unterstrass",19863
2001,61,"Unterstrass",19831
2000,61,"Unterstrass",19933
1999,61,"Unterstrass",20083
1998,61,"Unterstrass",20266
1997,61,"Unterstrass",20281
1996,61,"Unterstrass",20318
1995,61,"Unterstrass",20356
1994,61,"Unterstrass",20477
1993,61,"Unterstrass",20425
1992,61,"Unterstrass",20662
1991,61,"Unterstrass",20335
1990,61,"Unterstrass",20301
1989,61,"Unterstrass",20253
1988,61,"Unterstrass",20279
1987,61,"Unterstrass",20336
1986,61,"Unterstrass",20459
1985,61,"Unterstrass",20687
1984,61,"Unterstrass",20847
1983,61,"Unterstrass",20886
1982,61,"Unterstrass",21235
1981,61,"Unterstrass",21462
1980,61,"Unterstrass",21830
1979,61,"Unterstrass",22189
1978,61,"Unterstrass",22510
1977,61,"Unterstrass",22867
1976,61,"Unterstrass",23145
1975,61,"Unterstrass",23758
1974,61,"Unterstrass",24411
1973,61,"Unterstrass",24820
1972,61,"Unterstrass",25448
1971,61,"Unterstrass",25748
1970,61,"Unterstrass",26482
1969,61,"Unterstrass",27085
1968,61,"Unterstrass",27702
1967,61,"Unterstrass",27883
1966,61,"Unterstrass",28456
1965,61,"Unterstrass",28933
1964,61,"Unterstrass",29649
1963,61,"Unterstrass",30192
1962,61,"Unterstrass",30674
1961,61,"Unterstrass",31097
1960,61,"Unterstrass",31004
1959,61,"Unterstrass",31249
1958,61,"Unterstrass",31572
1957,61,"Unterstrass",31548
1956,61,"Unterstrass",31653
1955,61,"Unterstrass",31775
1954,61,"Unterstrass",32020
1953,61,"Unterstrass",32115
1952,61,"Unterstrass",32609
1951,61,"Unterstrass",32883
1950,61,"Unterstrass",32877
1949,61,"Unterstrass",32984
1948,61,"Unterstrass",33143
1947,61,"Unterstrass",32723
1946,61,"Unterstrass",32211
1945,61,"Unterstrass",30759
1944,61,"Unterstrass",29775
1943,61,"Unterstrass",28631
1942,61,"Unterstrass",27485
1941,61,"Unterstrass",26907
2021,63,"Oberstrass",10866
2020,63,"Oberstrass",10824
2019,63,"Oberstrass",10823
2018,63,"Oberstrass",10927
2017,63,"Oberstrass",10846
2016,63,"Oberstrass",10794
2015,63,"Oberstrass",10641
2014,63,"Oberstrass",10556
2013,63,"Oberstrass",10452
2012,63,"Oberstrass",10308
2011,63,"Oberstrass",10316
2010,63,"Oberstrass",10231
2009,63,"Oberstrass",10051
2008,63,"Oberstrass",10102
2007,63,"Oberstrass",9960
2006,63,"Oberstrass",9698
2005,63,"Oberstrass",9494
2004,63,"Oberstrass",9546
2003,63,"Oberstrass",9689
2002,63,"Oberstrass",9725
2001,63,"Oberstrass",9764
2000,63,"Oberstrass",9864
1999,63,"Oberstrass",9897
1998,63,"Oberstrass",9907
1997,63,"Oberstrass",9994
1996,63,"Oberstrass",10110
1995,63,"Oberstrass",10121
1994,63,"Oberstrass",10266
1993,63,"Oberstrass",10154
1992,63,"Oberstrass",10184
1991,63,"Oberstrass",10292
1990,63,"Oberstrass",10262
1989,63,"Oberstrass",10026
1988,63,"Oberstrass",10098
1987,63,"Oberstrass",10239
1986,63,"Oberstrass",10240
1985,63,"Oberstrass",10296
1984,63,"Oberstrass",10454
1983,63,"Oberstrass",10452
1982,63,"Oberstrass",10544
1981,63,"Oberstrass",10589
1980,63,"Oberstrass",10665
1979,63,"Oberstrass",10985
1978,63,"Oberstrass",11065
1977,63,"Oberstrass",11233
1976,63,"Oberstrass",11326
1975,63,"Oberstrass",11536
1974,63,"Oberstrass",11894
1973,63,"Oberstrass",12239
1972,63,"Oberstrass",12315
1971,63,"Oberstrass",12089
1970,63,"Oberstrass",12381
1969,63,"Oberstrass",12713
1968,63,"Oberstrass",13000
1967,63,"Oberstrass",13123
1966,63,"Oberstrass",13134
1965,63,"Oberstrass",13586
1964,63,"Oberstrass",13816
1963,63,"Oberstrass",14053
1962,63,"Oberstrass",14337
1961,63,"Oberstrass",14342
1960,63,"Oberstrass",14398
1959,63,"Oberstrass",14642
1958,63,"Oberstrass",14565
1957,63,"Oberstrass",14685
1956,63,"Oberstrass",14899
1955,63,"Oberstrass",14777
1954,63,"Oberstrass",14993
1953,63,"Oberstrass",15112
1952,63,"Oberstrass",15223
1951,63,"Oberstrass",15109
1950,63,"Oberstrass",15331
1949,63,"Oberstrass",15449
1948,63,"Oberstrass",15702
1947,63,"Oberstrass",15516
1946,63,"Oberstrass",15445
1945,63,"Oberstrass",15193
1944,63,"Oberstrass",15235
1943,63,"Oberstrass",15307
1942,63,"Oberstrass",15214
1941,63,"Oberstrass",15056
2021,71,"Fluntern",8777
2020,71,"Fluntern",8685
2019,71,"Fluntern",8639
2018,71,"Fluntern",8485
2017,71,"Fluntern",8221
2016,71,"Fluntern",8038
2015,71,"Fluntern",7953
2014,71,"Fluntern",7865
2013,71,"Fluntern",7856
2012,71,"Fluntern",7779
2011,71,"Fluntern",7873
2010,71,"Fluntern",7637
2009,71,"Fluntern",7528
2008,71,"Fluntern",7542
2007,71,"Fluntern",7455
2006,71,"Fluntern",7379
2005,71,"Fluntern",7325
2004,71,"Fluntern",7285
2003,71,"Fluntern",7102
2002,71,"Fluntern",7069
2001,71,"Fluntern",7221
2000,71,"Fluntern",7267
1999,71,"Fluntern",7298
1998,71,"Fluntern",7272
1997,71,"Fluntern",7191
1996,71,"Fluntern",7178
1995,71,"Fluntern",7151
1994,71,"Fluntern",7085
1993,71,"Fluntern",7188
1992,71,"Fluntern",7252
1991,71,"Fluntern",7057
1990,71,"Fluntern",7040
1989,71,"Fluntern",7270
1988,71,"Fluntern",7372
1987,71,"Fluntern",7409
1986,71,"Fluntern",7405
1985,71,"Fluntern",7448
1984,71,"Fluntern",7504
1983,71,"Fluntern",7653
1982,71,"Fluntern",7748
1981,71,"Fluntern",7944
1980,71,"Fluntern",7988
1979,71,"Fluntern",8135
1978,71,"Fluntern",8130
1977,71,"Fluntern",8243
1976,71,"Fluntern",8265
1975,71,"Fluntern",8355
1974,71,"Fluntern",8548
1973,71,"Fluntern",8715
1972,71,"Fluntern",8807
1971,71,"Fluntern",8943
1970,71,"Fluntern",8991
1969,71,"Fluntern",9278
1968,71,"Fluntern",9396
1967,71,"Fluntern",9398
1966,71,"Fluntern",9483
1965,71,"Fluntern",9654
1964,71,"Fluntern",9876
1963,71,"Fluntern",9855
1962,71,"Fluntern",9849
1961,71,"Fluntern",9810
1960,71,"Fluntern",9737
1959,71,"Fluntern",9696
1958,71,"Fluntern",9681
1957,71,"Fluntern",9870
1956,71,"Fluntern",9818
1955,71,"Fluntern",9906
1954,71,"Fluntern",9886
1953,71,"Fluntern",9996
1952,71,"Fluntern",9808
1951,71,"Fluntern",9471
1950,71,"Fluntern",9144
1949,71,"Fluntern",9128
1948,71,"Fluntern",9173
1947,71,"Fluntern",9190
1946,71,"Fluntern",9020
1945,71,"Fluntern",8644
1944,71,"Fluntern",8496
1943,71,"Fluntern",8394
1942,71,"Fluntern",8256
1941,71,"Fluntern",8219
2021,72,"Hottingen",11293
2020,72,"Hottingen",11304
2019,72,"Hottingen",11388
2018,72,"Hottingen",11265
2017,72,"Hottingen",11172
2016,72,"Hottingen",11113
2015,72,"Hottingen",11081
2014,72,"Hottingen",10882
2013,72,"Hottingen",10708
2012,72,"Hottingen",10447
2011,72,"Hottingen",10461
2010,72,"Hottingen",10570
2009,72,"Hottingen",10594
2008,72,"Hottingen",10548
2007,72,"Hottingen",10284
2006,72,"Hottingen",10180
2005,72,"Hottingen",10100
2004,72,"Hottingen",9926
2003,72,"Hottingen",10017
2002,72,"Hottingen",10021
2001,72,"Hottingen",10096
2000,72,"Hottingen",10147
1999,72,"Hottingen",10307
1998,72,"Hottingen",10240
1997,72,"Hottingen",10326
1996,72,"Hottingen",10348
1995,72,"Hottingen",10234
1994,72,"Hottingen",10229
1993,72,"Hottingen",10139
1992,72,"Hottingen",10159
1991,72,"Hottingen",10294
1990,72,"Hottingen",10211
1989,72,"Hottingen",10272
1988,72,"Hottingen",10365
1987,72,"Hottingen",10344
1986,72,"Hottingen",10278
1985,72,"Hottingen",10306
1984,72,"Hottingen",10438
1983,72,"Hottingen",10491
1982,72,"Hottingen",10650
1981,72,"Hottingen",10762
1980,72,"Hottingen",11052
1979,72,"Hottingen",11375
1978,72,"Hottingen",11448
1977,72,"Hottingen",11618
1976,72,"Hottingen",11794
1975,72,"Hottingen",12073
1974,72,"Hottingen",12349
1973,72,"Hottingen",12625
1972,72,"Hottingen",13191
1971,72,"Hottingen",13510
1970,72,"Hottingen",13758
1969,72,"Hottingen",14229
1968,72,"Hottingen",14494
1967,72,"Hottingen",14645
1966,72,"Hottingen",14660
1965,72,"Hottingen",14975
1964,72,"Hottingen",15322
1963,72,"Hottingen",15562
1962,72,"Hottingen",15845
1961,72,"Hottingen",16016
1960,72,"Hottingen",16129
1959,72,"Hottingen",16104
1958,72,"Hottingen",16188
1957,72,"Hottingen",16234
1956,72,"Hottingen",16214
1955,72,"Hottingen",16203
1954,72,"Hottingen",16313
1953,72,"Hottingen",16295
1952,72,"Hottingen",16249
1951,72,"Hottingen",16413
1950,72,"Hottingen",16366
1949,72,"Hottingen",16663
1948,72,"Hottingen",16824
1947,72,"Hottingen",16693
1946,72,"Hottingen",16458
1945,72,"Hottingen",16139
1944,72,"Hottingen",15894
1943,72,"Hottingen",15805
1942,72,"Hottingen",15464
1941,72,"Hottingen",15381
2021,73,"Hirslanden",7338
2020,73,"Hirslanden",7396
2019,73,"Hirslanden",7503
2018,73,"Hirslanden",7488
2017,73,"Hirslanden",7465
2016,73,"Hirslanden",7321
2015,73,"Hirslanden",7380
2014,73,"Hirslanden",7403
2013,73,"Hirslanden",7285
2012,73,"Hirslanden",7131
2011,73,"Hirslanden",7024
2010,73,"Hirslanden",6998
2009,73,"Hirslanden",6956
2008,73,"Hirslanden",6967
2007,73,"Hirslanden",6977
2006,73,"Hirslanden",6904
2005,73,"Hirslanden",6859
2004,73,"Hirslanden",6806
2003,73,"Hirslanden",6795
2002,73,"Hirslanden",6781
2001,73,"Hirslanden",6800
2000,73,"Hirslanden",6759
1999,73,"Hirslanden",6837
1998,73,"Hirslanden",6702
1997,73,"Hirslanden",6659
1996,73,"Hirslanden",6703
1995,73,"Hirslanden",6654
1994,73,"Hirslanden",6750
1993,73,"Hirslanden",6835
1992,73,"Hirslanden",6826
1991,73,"Hirslanden",6741
1990,73,"Hirslanden",6684
1989,73,"Hirslanden",6742
1988,73,"Hirslanden",6825
1987,73,"Hirslanden",6804
1986,73,"Hirslanden",6811
1985,73,"Hirslanden",6929
1984,73,"Hirslanden",6935
1983,73,"Hirslanden",6926
1982,73,"Hirslanden",6969
1981,73,"Hirslanden",7090
1980,73,"Hirslanden",7142
1979,73,"Hirslanden",7519
1978,73,"Hirslanden",7621
1977,73,"Hirslanden",7695
1976,73,"Hirslanden",7860
1975,73,"Hirslanden",7974
1974,73,"Hirslanden",8105
1973,73,"Hirslanden",8291
1972,73,"Hirslanden",8349
1971,73,"Hirslanden",8424
1970,73,"Hirslanden",8631
1969,73,"Hirslanden",9065
1968,73,"Hirslanden",9189
1967,73,"Hirslanden",9193
1966,73,"Hirslanden",9308
1965,73,"Hirslanden",9437
1964,73,"Hirslanden",10736
1963,73,"Hirslanden",10919
1962,73,"Hirslanden",10978
1961,73,"Hirslanden",11075
1960,73,"Hirslanden",11135
1959,73,"Hirslanden",11050
1958,73,"Hirslanden",11161
1957,73,"Hirslanden",11126
1956,73,"Hirslanden",11219
1955,73,"Hirslanden",11260
1954,73,"Hirslanden",11302
1953,73,"Hirslanden",11264
1952,73,"Hirslanden",11311
1951,73,"Hirslanden",11363
1950,73,"Hirslanden",11384
1949,73,"Hirslanden",11468
1948,73,"Hirslanden",11605
1947,73,"Hirslanden",11537
1946,73,"Hirslanden",11281
1945,73,"Hirslanden",11276
1944,73,"Hirslanden",11213
1943,73,"Hirslanden",11048
1942,73,"Hirslanden",10937
1941,73,"Hirslanden",10729
2021,74,"Witikon",11255
2020,74,"Witikon",11244
2019,74,"Witikon",11054
2018,74,"Witikon",10953
2017,74,"Witikon",10600
2016,74,"Witikon",10667
2015,74,"Witikon",10639
2014,74,"Witikon",10406
2013,74,"Witikon",10267
2012,74,"Witikon",10246
2011,74,"Witikon",10258
2010,74,"Witikon",10242
2009,74,"Witikon",10284
2008,74,"Witikon",10183
2007,74,"Witikon",10127
2006,74,"Witikon",9958
2005,74,"Witikon",9864
2004,74,"Witikon",9711
2003,74,"Witikon",9503
2002,74,"Witikon",9571
2001,74,"Witikon",9559
2000,74,"Witikon",9544
1999,74,"Witikon",9554
1998,74,"Witikon",9553
1997,74,"Witikon",9577
1996,74,"Witikon",9647
1995,74,"Witikon",9732
1994,74,"Witikon",9661
1993,74,"Witikon",9626
1992,74,"Witikon",9694
1991,74,"Witikon",9600
1990,74,"Witikon",9627
1989,74,"Witikon",9615
1988,74,"Witikon",9711
1987,74,"Witikon",9803
1986,74,"Witikon",9917
1985,74,"Witikon",9991
1984,74,"Witikon",10076
1983,74,"Witikon",9985
1982,74,"Witikon",9991
1981,74,"Witikon",9742
1980,74,"Witikon",9404
1979,74,"Witikon",9606
1978,74,"Witikon",9233
1977,74,"Witikon",8951
1976,74,"Witikon",8799
1975,74,"Witikon",8977
1974,74,"Witikon",9043
1973,74,"Witikon",9064
1972,74,"Witikon",8771
1971,74,"Witikon",8722
1970,74,"Witikon",8666
1969,74,"Witikon",8144
1968,74,"Witikon",7813
1967,74,"Witikon",7539
1966,74,"Witikon",7220
1965,74,"Witikon",6805
